X,Y
4.084084084,16.64270282
4.094094094,14.55543456
4.104104104,15.24456861
4.114114114,14.59094314
4.124124124,16.34291465
4.134134134,14.65317193
4.144144144,15.63677091
4.154154154,14.53360222
4.164164164,15.87956437
4.174174174,14.71090165
4.184184184,16.09257657
4.194194194,13.84492757
4.204204204,15.34375326
4.214214214,14.72153622
4.224224224,14.39254082
4.234234234,16.26621276
4.244244244,16.30733398
4.254254254,15.26371046
4.264264264,15.24593372
4.274274274,17.5369509
4.284284284,17.02490167
4.294294294,16.71895295
4.304304304,15.11377392
4.314314314,16.48245067
4.324324324,16.9408556
4.334334334,14.45679399
4.344344344,14.63674504
4.354354354,15.22391308
4.364364364,15.65458857
4.374374374,14.62256076
4.384384384,15.80322913
4.394394394,16.34143081
4.404404404,15.67687409
4.414414414,15.15039301
4.424424424,15.41797727
4.434434434,15.82616112
4.444444444,17.9373833
4.454454454,17.28412679
4.464464464,16.50613264
4.474474474,16.55689088
4.484484484,15.56026088
4.494494494,13.83156909
4.504504505,15.36374954
4.514514515,14.93268177
4.524524525,16.19554517
4.534534535,17.62991346
4.544544545,14.59311496
4.554554555,19.19406922
4.564564565,17.37698143
4.574574575,15.89546881
4.584584585,15.92776478
4.594594595,17.02150145
4.604604605,15.95339086
4.614614615,17.02948301
4.624624625,15.87283959
4.634634635,15.9806133
4.644644645,14.94504682
4.654654655,16.8479941
4.664664665,17.20155044
4.674674675,16.21004575
4.684684685,14.79337726
4.694694695,17.71077595
4.704704705,15.8963154
4.714714715,16.23538558
4.724724725,15.13061442
4.734734735,18.44523948
4.744744745,16.1306492
4.754754755,15.25992444
4.764764765,17.4225572
4.774774775,15.66612491
4.784784785,17.94976182
4.794794795,18.19949696
4.804804805,17.53812377
4.814814815,15.92317072
4.824824825,16.71883507
4.834834835,17.49517841
4.844844845,16.9160349
4.854854855,16.13427281
4.864864865,17.15802145
4.874874875,18.01820645
4.884884885,16.39654926
4.894894895,18.06741618
4.904904905,17.97568119
4.914914915,17.42666379
4.924924925,16.53625216
4.934934935,17.44378045
4.944944945,17.0254294
4.954954955,18.29426848
4.964964965,17.9712622
4.974974975,18.74146096
4.984984985,16.20999219
4.994994995,16.14512274
5.005005005,16.6168169
5.015015015,17.06591931
5.025025025,15.24690404
5.035035035,18.44095749
5.045045045,16.91616685
5.055055055,18.17505029
5.065065065,17.6371966
5.075075075,18.30723984
5.085085085,15.58184028
5.095095095,17.71325532
5.105105105,16.48409024
5.115115115,16.34107233
5.125125125,17.27420856
5.135135135,17.88886887
5.145145145,17.66266146
5.155155155,17.13766925
5.165165165,18.10198182
5.175175175,18.213641
5.185185185,17.4957403
5.195195195,15.7195127
5.205205205,15.71997977
5.215215215,18.22452312
5.225225225,16.02033374
5.235235235,17.03016786
5.245245245,17.66245432
5.255255255,16.53114369
5.265265265,18.29813499
5.275275275,16.88594562
5.285285285,17.16599507
5.295295295,17.43190052
5.305305305,17.48199863
5.315315315,16.31351549
5.325325325,19.06701031
5.335335335,17.58049751
5.345345345,17.44610644
5.355355355,18.87706
5.365365365,18.1700088
5.375375375,18.23680865
5.385385385,17.88720784
5.395395395,16.0429889
5.405405405,16.3644511
5.415415415,16.9646763
5.425425425,17.8858589
5.435435435,18.83532163
5.445445445,17.62278547
5.455455455,16.43348549
5.465465465,17.71564816
5.475475475,19.59422331
5.485485485,17.89273161
5.495495495,17.93431303
5.505505506,17.82496594
5.515515516,17.68144454
5.525525526,17.0554938
5.535535536,18.8387605
5.545545546,17.68432212
5.555555556,18.70685428
5.565565566,17.87970939
5.575575576,18.42688558
5.585585586,18.2921531
5.595595596,16.68981499
5.605605606,17.38146597
5.615615616,18.12531117
5.625625626,16.57454844
5.635635636,19.43600821
5.645645646,16.42971062
5.655655656,16.74316904
5.665665666,18.40224333
5.675675676,18.25871862
5.685685686,18.37283249
5.695695696,19.2095771
5.705705706,18.1320227
5.715715716,18.29037979
5.725725726,18.63291725
5.735735736,18.51309945
5.745745746,16.08942737
5.755755756,16.57602359
5.765765766,18.71423705
5.775775776,19.23935353
5.785785786,17.35939043
5.795795796,18.582026
5.805805806,18.61643955
5.815815816,17.86453504
5.825825826,20.47153143
5.835835836,19.5603118
5.845845846,18.48844961
5.855855856,19.16551509
5.865865866,18.77537988
5.875875876,18.39244933
5.885885886,19.50934911
5.895895896,18.72737154
5.905905906,18.56679093
5.915915916,19.10344256
5.925925926,18.68180393
5.935935936,19.64073332
5.945945946,17.78636905
5.955955956,18.02075021
5.965965966,19.28418226
5.975975976,19.48347758
5.985985986,20.02914174
5.995995996,19.01000779
6.006006006,18.28091303
6.016016016,19.58809338
6.026026026,19.25698906
6.036036036,17.39525287
6.046046046,18.11919408
6.056056056,19.72162418
6.066066066,20.69292709
6.076076076,18.91134361
6.086086086,18.3758674
6.096096096,17.91772496
6.106106106,19.95596188
6.116116116,17.98723196
6.126126126,18.36048473
6.136136136,18.44841729
6.146146146,20.36763372
6.156156156,17.59413686
6.166166166,18.82866788
6.176176176,20.92462932
6.186186186,20.30933745
6.196196196,19.52821572
6.206206206,20.47472695
6.216216216,17.89450845
6.226226226,20.95993391
6.236236236,18.8172596
6.246246246,19.93893918
6.256256256,20.68863419
6.266266266,19.46469936
6.276276276,19.87463478
6.286286286,19.35019301
6.296296296,18.79375277
6.306306306,18.7097807
6.316316316,19.73908108
6.326326326,19.71419348
6.336336336,18.76845807
6.346346346,19.19177263
6.356356356,19.10960168
6.366366366,18.53566874
6.376376376,21.67695343
6.386386386,18.49918501
6.396396396,20.88101394
6.406406406,20.9075229
6.416416416,21.00991857
6.426426426,19.94569717
6.436436436,18.33440915
6.446446446,19.18530909
6.456456456,22.27531061
6.466466466,22.26346763
6.476476476,19.78819994
6.486486486,19.46948679
6.496496496,20.47181102
6.506506507,20.91817637
6.516516517,19.2578463
6.526526527,18.26946315
6.536536537,19.68371173
6.546546547,21.98598988
6.556556557,21.35564154
6.566566567,19.00132311
6.576576577,18.88275198
6.586586587,20.28184107
6.596596597,20.90589924
6.606606607,19.02544948
6.616616617,20.97584412
6.626626627,20.28070932
6.636636637,19.7957691
6.646646647,19.67497156
6.656656657,17.86665057
6.666666667,20.13248757
6.676676677,19.67918017
6.686686687,20.47533484
6.696696697,20.13042144
6.706706707,21.04753786
6.716716717,21.37039274
6.726726727,18.90759646
6.736736737,19.01453914
6.746746747,21.02902491
6.756756757,20.62233322
6.766766767,19.6913561
6.776776777,21.00343192
6.786786787,20.11868895
6.796796797,19.7446844
6.806806807,21.15041485
6.816816817,18.83789093
6.826826827,20.29389876
6.836836837,21.65205443
6.846846847,20.51171135
6.856856857,21.43671939
6.866866867,21.47102544
6.876876877,19.86713629
6.886886887,19.49767166
6.896896897,20.35469069
6.906906907,21.1062845
6.916916917,22.03815956
6.926926927,21.03594373
6.936936937,20.9801322
6.946946947,20.50921911
6.956956957,20.7602906
6.966966967,21.83500917
6.976976977,20.33957488
6.986986987,19.97714245
6.996996997,22.67263198
7.007007007,20.32865945
7.017017017,21.22980229
7.027027027,22.20762042
7.037037037,21.0265134
7.047047047,22.09609367
7.057057057,20.85588416
7.067067067,21.29357859
7.077077077,21.4009058
7.087087087,20.55391492
7.097097097,21.54008818
7.107107107,22.73992838
7.117117117,21.49842532
7.127127127,19.46397064
7.137137137,21.72900513
7.147147147,18.85127089
7.157157157,21.19997618
7.167167167,23.08833459
7.177177177,21.19493324
7.187187187,19.03710897
7.197197197,20.05184846
7.207207207,20.95604329
7.217217217,19.77528936
7.227227227,23.08861369
7.237237237,21.99682467
7.247247247,19.56814775
7.257257257,20.70084535
7.267267267,22.07320574
7.277277277,19.86098001
7.287287287,22.00164262
7.297297297,22.69225913
7.307307307,21.67022715
7.317317317,22.97716087
7.327327327,21.81508892
7.337337337,21.64552273
7.347347347,21.74829624
7.357357357,21.41346458
7.367367367,22.53409276
7.377377377,20.57942906
7.387387387,22.78128165
7.397397397,21.08790534
7.407407407,21.87056558
7.417417417,22.9476898
7.427427427,22.66163817
7.437437437,21.54883918
7.447447447,23.17723477
7.457457457,22.55260774
7.467467467,22.28717488
7.477477477,20.865977
7.487487487,23.9061864
7.497497497,21.9763022
7.507507508,21.86319043
7.517517518,20.23139939
7.527527528,23.49285727
7.537537538,21.85936593
7.547547548,22.83440593
7.557557558,22.64908328
7.567567568,22.01412214
7.577577578,22.71318548
7.587587588,23.51432469
7.597597598,22.65945594
7.607607608,21.11719283
7.617617618,23.67326126
7.627627628,19.92019587
7.637637638,20.62104902
7.647647648,21.04523382
7.657657658,22.94199496
7.667667668,23.03566808
7.677677678,23.13979334
7.687687688,22.42339957
7.697697698,22.46970413
7.707707708,21.58453308
7.717717718,22.43405211
7.727727728,22.45685842
7.737737738,23.33657791
7.747747748,23.90169978
7.757757758,23.43694158
7.767767768,23.13344332
7.777777778,21.40374593
7.787787788,20.6302121
7.797797798,22.20594105
7.807807808,24.21006417
7.817817818,22.48059625
7.827827828,23.04224724
7.837837838,22.00235603
7.847847848,21.75558756
7.857857858,22.76056047
7.867867868,21.1541981
7.877877878,21.49471168
7.887887888,22.43759393
7.897897898,23.50941319
7.907907908,22.81241316
7.917917918,21.91580216
7.927927928,22.69690927
7.937937938,22.58122072
7.947947948,23.26595674
7.957957958,22.06875251
7.967967968,23.88513683
7.977977978,22.1382514
7.987987988,23.77473381
7.997997998,23.62681353
8.008008008,22.3492449
8.018018018,23.11725935
8.028028028,23.58421632
8.038038038,23.66640753
8.048048048,24.86151269
8.058058058,23.58517852
8.068068068,23.9254046
8.078078078,23.10673339
8.088088088,21.01304922
8.098098098,22.0349412
8.108108108,22.33223763
8.118118118,22.34307788
8.128128128,24.54012084
8.138138138,22.89183837
8.148148148,22.83758502
8.158158158,23.82562055
8.168168168,23.12284117
8.178178178,24.76270299
8.188188188,23.50403047
8.198198198,23.7212084
8.208208208,23.25536068
8.218218218,23.60339994
8.228228228,23.33236692
8.238238238,22.67253334
8.248248248,23.8665802
8.258258258,22.16474139
8.268268268,22.3835489
8.278278278,23.29246094
8.288288288,23.4053934
8.298298298,21.98282913
8.308308308,23.25740786
8.318318318,24.04600128
8.328328328,23.05637381
8.338338338,23.30112153
8.348348348,22.54111439
8.358358358,24.04957905
8.368368368,24.97142459
8.378378378,23.43398307
8.388388388,23.73498972
8.398398398,22.92529827
8.408408408,24.69247684
8.418418418,21.11807291
8.428428428,23.79944793
8.438438438,23.80401749
8.448448448,23.43401363
8.458458458,23.22853982
8.468468468,24.3126382
8.478478478,23.26126077
8.488488488,23.97693676
8.498498498,23.86096326
8.508508509,24.29719037
8.518518519,25.26166071
8.528528529,24.09853832
8.538538539,23.94792939
8.548548549,24.39854143
8.558558559,23.18503314
8.568568569,24.45857327
8.578578579,24.64299492
8.588588589,23.65873192
8.598598599,25.45702109
8.608608609,24.31635728
8.618618619,24.65982235
8.628628629,23.85377483
8.638638639,25.09091119
8.648648649,25.21333719
8.658658659,26.23975685
8.668668669,24.92788729
8.678678679,25.18577152
8.688688689,25.37157999
8.698698699,23.95672916
8.708708709,25.80758912
8.718718719,23.68619185
8.728728729,26.48512474
8.738738739,24.34326323
8.748748749,24.94808918
8.758758759,23.68685359
8.768768769,26.05893414
8.778778779,24.1432935
8.788788789,25.12575264
8.798798799,26.16398787
8.808808809,24.31013483
8.818818819,22.53029632
8.828828829,24.14257381
8.838838839,23.40678065
8.848848849,24.63106328
8.858858859,25.63656926
8.868868869,24.49793409
8.878878879,25.91362193
8.888888889,26.13538436
8.898898899,26.10545678
8.908908909,25.04892548
8.918918919,23.73367671
8.928928929,24.25692508
8.938938939,24.52269493
8.948948949,24.51455241
8.958958959,25.88108562
8.968968969,24.37644696
8.978978979,26.31032433
8.988988989,25.78485543
8.998998999,24.98810778
9.009009009,25.40194839
9.019019019,24.83152987
9.029029029,24.45515829
9.039039039,24.71929591
9.049049049,23.8919725
9.059059059,24.95542153
9.069069069,24.13310747
9.079079079,23.21228913
9.089089089,24.371971
9.099099099,22.4716063
9.109109109,26.26619751
9.119119119,24.8283662
9.129129129,24.70211612
9.139139139,24.81644499
9.149149149,24.5985724
9.159159159,24.16924003
9.169169169,25.29944974
9.179179179,23.21614841
9.189189189,26.20154813
9.199199199,25.91690382
9.209209209,26.06720482
9.219219219,24.22648509
9.229229229,26.58996155
9.239239239,27.49234037
9.249249249,26.73842088
9.259259259,26.15735871
9.269269269,23.41922018
9.279279279,26.23519645
9.289289289,26.05180718
9.299299299,26.67035892
9.309309309,24.03351895
9.319319319,24.26052233
9.329329329,25.87217024
9.339339339,26.30845917
9.349349349,26.81703485
9.359359359,25.57720431
9.369369369,25.55277058
9.379379379,26.28826357
9.389389389,25.47332974
9.399399399,24.9149732
9.409409409,25.29416527
9.419419419,26.23557928
9.429429429,25.76203818
9.439439439,26.87301227
9.449449449,25.5084926
9.459459459,26.97031728
9.469469469,24.82019811
9.479479479,25.68987228
9.489489489,24.99651574
9.499499499,25.65644753
9.50950951,25.6568939
9.51951952,26.03437971
9.52952953,27.3285248
9.53953954,23.73003592
9.54954955,25.38852566
9.55955956,26.07691509
9.56956957,26.97240542
9.57957958,27.88833783
9.58958959,27.53164795
9.5995996,25.07564298
9.60960961,26.2478584
9.61961962,26.03128662
9.62962963,25.60829013
9.63963964,25.63817639
9.64964965,27.66925038
9.65965966,26.0224718
9.66966967,26.34198248
9.67967968,26.30843083
9.68968969,24.3795777
9.6996997,27.25694519
9.70970971,25.01249726
9.71971972,27.67710956
9.72972973,28.15686873
9.73973974,27.59512672
9.74974975,26.47343355
9.75975976,26.59097544
9.76976977,27.09695143
9.77977978,26.71398302
9.78978979,25.93789392
9.7997998,27.07235824
9.80980981,27.92133014
9.81981982,27.06639058
9.82982983,27.5334166
9.83983984,26.48462398
9.84984985,25.26925683
9.85985986,26.66506046
9.86986987,26.41356488
9.87987988,25.3681213
9.88988989,26.29203478
9.8998999,26.19347361
9.90990991,25.77618477
9.91991992,26.49365438
9.92992993,24.6872792
9.93993994,26.61422371
9.94994995,26.00668549
9.95995996,27.44959977
9.96996997,26.75448932
9.97997998,26.47281894
9.98998999,26.25818636
10,24.53512109
